#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
18242280_79_A104V8NZIQFN2F	what people are learning is they can say whatever they want And not be accountable	what people are learning is they cannot say whatever they want And likewise can be accountable	1	People learn A lot from comment sections	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17297586_570_A1I4CYG5YDFTYM	even college drops caused by overestimated capabilities would be tax dollars well invested	college drops caused by overestimated capabilities would be A waste <unk> tax dollars	0	College should be free for those that are capable <unk> performing at that level	College should be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
17138267_326_A3GNQDFPZALU92	it doesn't even the playing field especially if there degradation involved	it evens the playing field even if there degradation involved	0	It is also degrading To males	non muslims hurt women by wearing hijabs	Do non muslims Help or Hurt Women by Wearing Hijabs	Some will wear A headscarf in solidarity with Muslim women Others say that only perpetuates the sexist dogma <unk> conservative clerics
17977461_77_A2OZTBCBOCHF9E	Many college students do vote	Many college students don't vote	0	All votes matter	College students votes do matter in an election	Do College Students Votes Really Matter in an Election	Young people are often politically active but their electoral power is unproven
18336292_0_A104V8NZIQFN2F	marijuana is available by prescription	marijuana is not available by prescription	1	Prescription drugs are the real gateway drugs as they are dangerous And lead To increased heroin addiction And death by overdose	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18249925_383_A1HKYY6XI2OHO1	discussion <unk> democratic ideas do not lead To revolutions	discussion <unk> democratic ideas often lead To revolutions	0	Comments section enable the democratic discussion <unk> ideas	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
20928930_178_A1I4CYG5YDFTYM	this does not apply To every job And might not be important To some industries	this applies To every job And might be important To some industries too	1	Foreign language skills are rewarded in the job market	Foreign language classes should be mandatory in college	Should Foreign Language Classes Be Mandatory in College	A Princeton University proposal would require students To study A language other than English even if they are already proficient in A foreign language
18693756_293_AYFOAD75CRBKE	then we see violent incidents	we don't see violent incidents	1	Guns are already on college campuses	Guns should be permitted on college campuses	Should Guns Be Permitted on College Campuses	Supporters say guns makes campuses safer Opponents question the effect guns have on public safety And academic freedom
18247485_441_A1DJNUJZN8FE7N	all views should be heard	all views shouldn't be heard	0	Comments allow all views To be heard	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19647276_194_A1DJNUJZN8FE7N	most medical websites aren't legitimate	most medical websites are legitimate	1	Legitimate medical websites help distinguish between minor And serious conditions And tell when To seek A doctor	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18365640_74_APW9F8OTJ4KXO	an addict who uses marijuana is going To have A tendency toward addiction And trying harder things	an addict who uses marijuana won't have A tendency toward addiction And trying harder things	1	Addiction is A mental disorder it is not dependent on the substance	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
17136757_110_A34QZDSTKZ3JO9	wearing them perpetuates A sexist practice	wearing them more would make them seem less sexist	0	Hijabs are A sexist garment And should not be used as A symbol for anything	non muslims hurt women by wearing hijabs	Do non muslims Help or Hurt Women by Wearing Hijabs	Some will wear A headscarf in solidarity with Muslim women Others say that only perpetuates the sexist dogma <unk> conservative clerics
19585313_0_A104V8NZIQFN2F	Obamacare is paying attention To successful models	Obamacare is not paying attention To successful models	0	Taking A cue from the success <unk> the Swiss And Dutch healthcare models proves Obamacare can work too	Obamacare is sustainable	Is Obamacare Sustainable	Some insurance companies are pulling out <unk> certain <abbv> state health care exchanges
